tax_id	species	genus	family	order	class	phylum	superkingdom
310378	NA	Spongiibacter	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
541691	NA	Spongiibacter	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
105318	NA	CandidatusEndobugula	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
312030	NA	HTCC2207	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
152179	NA	HTCC2207	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
270409	NA	HTCC2207	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
96014	NA	HTCC2207	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
328475	NA	ZD0117	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
255044	NA	ZD0117	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
141875	NA	BD2-13	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
198202	NA	Teredinibacter	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
165894	NA	Umboniibacter	Alteromonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
147823	NA	NA	NA	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
216695	NA	NA	HTCC2089	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
336560	NA	NA	HTCC2089	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
306969	NA	NA	HTCC2089	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
98593	NA	NA	HTCC2089	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
228537	NA	NA	HTCC2089	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
544395	NA	NA	ZA3412c	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
313341	NA	NA	ZA3412c	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
591094	NA	NA	ZA3412c	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
96902	NA	NA	ZA3412c	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
582535	NA	NA	211ds20	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
104318	NA	NA	211ds20	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
538642	NA	NA	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
314090	NA	NA	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
139752	NA	NA	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
152853	NA	NA	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
333266	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
532913	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
317708	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
230216	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
101015	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
146687	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
262549	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
263897	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
315848	NA	HTCC	HTCC2188	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
107320	NA	Hahella	Hahellaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
565326	NA	NA	Litincolaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
70494	NA	Litincola	Litincolaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
8201	NA	Oleibacter	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
8173	NA	NA	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
145318	Marinomonassp.MED121	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
103719	NA	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
593776	NA	NA	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
326600	NA	Marinobacterium	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
100683	NA	Marinobacterium	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
546823	NA	Marinobacterium	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
243296	NA	Amphritea	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
161773	proteobacteriumsymbiontofOsedaxsp.MB3	NA	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
152723	Reinekeablandensis	Reinekea	Saccharospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
165647	NA	Reinekea	Saccharospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
354436	NA	SGUS388	Endozoicimonaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
578191	NA	NA	Oleiphilaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
333725	NA	Azotobacter	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
340095	Pseudomonasstutzeri	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
71823	Pseudomonascitronellolis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
275935	Pseudomonasmendocina	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
280369	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
78890	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
510529	Pseudomonasalcaligenes	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
520731	Pseudomonasalcaligenes	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
157301	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
561000	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
110332	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
186382	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
327694	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
155221	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
571439	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
411142	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
276867	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
141206	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
318906	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
393265	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
140933	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
251989	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
140880	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
279231	Pseudomonasumsongensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
89393	Pseudomonasviridiflava	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
133961	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
446356	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
414568	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
25543	NA	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
66020	NA	Methylophaga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
158847	Methylophagamarina	Methylophaga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
221119	Methylophagamarina	Methylophaga	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
117364	NA	NA	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
101411	Methylococcuscapsulatus	Methylococcus	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
110041	NA	Methylocaldum	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
205808	NA	Methylocaldum	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
358429	NA	Methylocaldum	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
309790	NA	NA	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
205851	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
141872	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
8098	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
141423	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
135917	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
150338	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
48494	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
548160	Crenothrixpolyspora	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
530612	Crenothrixpolyspora	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
94840	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
131019	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
534688	NA	Crenothrix	Crenotrichaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
8096	NA	NA	NA	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
224998	NA	NA	NA	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
335355	NA	NA	NA	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
525836	NA	NA	NA	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
16413	NA	NA	NA	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
218525	NA	NA	NA	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
294790	NA	NA	NA	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
265527	NA	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
8057	NA	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
8084	NA	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
45263	NA	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
286126	NA	NA	NA	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
574649	NA	Cycloclasticus	Piscirickettsiaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
592523	Kangiellakoreensis	Kangiella	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
305646	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
252006	NA	Leucothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
138619	NA	Thiothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
37302	Thiothrixflexilis	Thiothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
510924	NA	Thiothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
18746	NA	Thiothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
135216	NA	Thiothrix	Thiotrichaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
277633	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
317335	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
277645	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
258297	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
589725	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
280984	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
278683	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
536365	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
311740	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
555129	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
581185	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
98216	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
344595	NA	NA	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
278735	NA	NA	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
419180	NA	Aquicella	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
555343	NA	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
575450	NA	NA	NA	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
19290	NA	NA	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
83477	Coxiellaburnetii	Coxiella	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
313983	NA	NA	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
251636	NA	NA	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
523629	NA	NA	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
311786	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
556502	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
101210	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
171373	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
577330	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
151600	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
535870	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
342284	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
155418	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
250968	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
126228	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
352770	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
99301	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
342374	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
517810	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
105115	NA	NA	NA	NA	Gammaproteobacteria	Proteobacteria	Bacteria
332804	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
533132	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
580575	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
263960	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
278306	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
72638	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
172303	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
307033	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
275872	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
533025	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
156200	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
566137	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
516020	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
273520	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
276375	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
584938	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
264798	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
217304	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
538780	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
98768	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
213821	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
254195	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
538297	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
110147	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
296708	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
546867	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
429948	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
277870	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
250082	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
558137	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
584923	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
313357	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
305967	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
256660	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
149753	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
105207	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
272596	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
533202	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
587974	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
256886	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
528941	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
333875	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
196530	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
103037	NA	NA	NA	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
530809	NA	NA	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
353756	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
156986	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
155536	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
142645	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
587540	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
244867	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
550828	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
313985	NA	Steroidobacter	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
137192	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
105915	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
581900	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
332476	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
154435	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
332574	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
84768	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
511463	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
544749	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
156500	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
509622	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
27669	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
156654	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
215516	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
572643	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
560106	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
564301	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
47916	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
522839	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
254180	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
93707	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
258787	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
194499	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
526439	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
273639	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
90324	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
545040	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
258873	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
589587	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
562037	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
7630	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
348724	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
146366	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
261285	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
341821	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
166442	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
574507	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
515916	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
513570	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
257849	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
155768	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
347251	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
137174	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
146458	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
201369	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
100439	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
7634	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
585866	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
311399	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
336977	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
338034	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
588362	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
258366	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
276755	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
559794	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
169426	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
83068	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
565462	NA	NA	Sinobacteraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
