multipatt IndVal.g summary (verbatim):
149053 0.768  0.0160 *  
81732  0.768  0.0187 *  
150338 0.767  0.0160 *  
586390 0.767  0.0092 ** 
211661 0.767  0.0092 ** 
564996 0.767  0.0169 *  
10754  0.767  0.0117 *  
244496 0.767  0.0092 ** 
579023 0.767  0.0177 *  
509310 0.767  0.0092 ** 
142411 0.767  0.0173 *  
136944 0.766  0.0126 *  
217650 0.766  0.0126 *  
2745   0.766  0.0126 *  
262760 0.766  0.0159 *  
471399 0.766  0.0092 ** 
284431 0.766  0.0126 *  
511925 0.765  0.0145 *  
577111 0.765  0.0126 *  
551071 0.765  0.0092 ** 
163641 0.765  0.0188 *  
217968 0.765  0.0092 ** 
90570  0.765  0.0082 ** 
265934 0.764  0.0165 *  
350596 0.764  0.0126 *  
1896   0.764  0.0164 *  
555333 0.764  0.0402 *  
208032 0.764  0.0176 *  
560000 0.764  0.0296 *  
408758 0.764  0.0189 *  
63221  0.764  0.0126 *  
584529 0.764  0.0092 ** 
102521 0.763  0.0202 *  
102361 0.763  0.0154 *  
214611 0.763  0.0082 ** 
32280  0.763  0.0092 ** 
94853  0.763  0.0092 ** 
125802 0.763  0.0092 ** 
104466 0.763  0.0188 *  
83666  0.763  0.0165 *  
509051 0.762  0.0117 *  
563390 0.762  0.0102 *  
557824 0.762  0.0082 ** 
142591 0.762  0.0165 *  
553256 0.761  0.0092 ** 
553178 0.761  0.0126 *  
556802 0.761  0.0092 ** 
224769 0.761  0.0176 *  
547371 0.761  0.0126 *  
16145  0.761  0.0188 *  
571350 0.761  0.0089 ** 
213866 0.760  0.0282 *  
560957 0.760  0.0123 *  
285572 0.760  0.0092 ** 
218525 0.760  0.0092 ** 
244996 0.760  0.0139 *  
203469 0.760  0.0148 *  
156963 0.759  0.0215 *  
348903 0.759  0.0299 *  
359433 0.759  0.0431 *  
166011 0.759  0.0169 *  
583119 0.759  0.0267 *  
568791 0.759  0.0292 *  
327070 0.759  0.0158 *  
6783   0.759  0.0102 *  
560106 0.759  0.0102 *  
240757 0.759  0.0102 *  
553966 0.758  0.0181 *  
143746 0.758  0.0185 *  
90452  0.758  0.0121 *  
533646 0.758  0.0126 *  
140859 0.758  0.0480 *  
592669 0.758  0.0149 *  
113158 0.758  0.0156 *  
560846 0.758  0.0132 *  
110305 0.757  0.0168 *  
75196  0.757  0.0126 *  
254458 0.757  0.0328 *  
83082  0.757  0.0082 ** 
63239  0.757  0.0173 *  
551895 0.756  0.0126 *  
170193 0.756  0.0192 *  
143935 0.756  0.0117 *  
77292  0.756  0.0175 *  
247797 0.756  0.0092 ** 
574032 0.756  0.0102 *  
170927 0.755  0.0123 *  
252037 0.755  0.0082 ** 
251287 0.754  0.0484 *  
223126 0.754  0.0102 *  
121575 0.754  0.0092 ** 
253619 0.754  0.0255 *  
578045 0.753  0.0192 *  
471192 0.753  0.0158 *  
238793 0.753  0.0198 *  
200033 0.753  0.0117 *  
534571 0.753  0.0123 *  
592891 0.753  0.0123 *  
235519 0.752  0.0102 *  
156044 0.752  0.0156 *  
251592 0.752  0.0082 ** 
154899 0.752  0.0191 *  
207344 0.751  0.0130 *  
529615 0.751  0.0212 *  
247201 0.751  0.0136 *  
242598 0.751  0.0123 *  
523629 0.751  0.0117 *  
161103 0.751  0.0202 *  
331129 0.751  0.0117 *  
328627 0.751  0.0154 *  
134616 0.750  0.0251 *  
99956  0.750  0.0231 *  
205571 0.750  0.0273 *  
582732 0.749  0.0180 *  
236458 0.749  0.0266 *  
223550 0.749  0.0117 *  
221502 0.749  0.0117 *  
220556 0.749  0.0274 *  
234186 0.749  0.0182 *  
150145 0.749  0.0272 *  
235390 0.749  0.0122 *  
143834 0.749  0.0206 *  
550406 0.749  0.0092 ** 
334113 0.749  0.0092 ** 
101137 0.749  0.0139 *  
237457 0.749  0.0308 *  
153255 0.748  0.0188 *  
550451 0.748  0.0117 *  
47066  0.747  0.0160 *  
257902 0.747  0.0215 *  
323064 0.747  0.0123 *  
218985 0.747  0.0117 *  
236284 0.746  0.0180 *  
157311 0.746  0.0162 *  
42580  0.746  0.0190 *  
34344  0.746  0.0155 *  
132337 0.746  0.0192 *  
153548 0.746  0.0082 ** 
149145 0.746  0.0148 *  
145398 0.746  0.0139 *  
148437 0.746  0.0092 ** 
535268 0.746  0.0184 *  
332476 0.745  0.0250 *  
249078 0.745  0.0363 *  
107152 0.745  0.0158 *  
221692 0.745  0.0305 *  
308535 0.744  0.0123 *  
510838 0.744  0.0288 *  
123528 0.744  0.0123 *  
49549  0.744  0.0121 *  
76270  0.743  0.0102 *  
132722 0.743  0.0296 *  
354357 0.741  0.0117 *  
180764 0.741  0.0145 *  
325947 0.741  0.0284 *  
144964 0.741  0.0247 *  
539762 0.741  0.0205 *  
333160 0.741  0.0174 *  
509124 0.741  0.0241 *  
223329 0.741  0.0092 ** 
536150 0.741  0.0148 *  
577212 0.740  0.0353 *  
103229 0.740  0.0243 *  
130135 0.740  0.0500 *  
70100  0.740  0.0102 *  
234041 0.739  0.0372 *  
166851 0.738  0.0102 *  
262663 0.737  0.0123 *  
143990 0.737  0.0202 *  
584845 0.737  0.0123 *  
238929 0.737  0.0198 *  
576477 0.737  0.0117 *  
565587 0.737  0.0117 *  
206279 0.737  0.0304 *  
142298 0.735  0.0209 *  
107461 0.735  0.0145 *  
60598  0.735  0.0139 *  
508828 0.735  0.0209 *  
223441 0.732  0.0126 *  
4641   0.732  0.0199 *  
317096 0.732  0.0335 *  
223634 0.732  0.0117 *  
286652 0.732  0.0117 *  
509163 0.730  0.0281 *  
562772 0.730  0.0362 *  
352654 0.730  0.0260 *  
251499 0.727  0.0340 *  
575555 0.726  0.0174 *  
200507 0.726  0.0213 *  
156227 0.726  0.0174 *  
303607 0.726  0.0185 *  
346819 0.726  0.0180 *  
594198 0.726  0.0123 *  
344633 0.726  0.0195 *  
212836 0.726  0.0263 *  
575486 0.726  0.0189 *  
267276 0.726  0.0198 *  
113777 0.726  0.0185 *  
272782 0.726  0.0199 *  
206192 0.726  0.0189 *  
273309 0.726  0.0209 *  
251544 0.726  0.0198 *  
510851 0.726  0.0123 *  
33376  0.726  0.0216 *  
66939  0.726  0.0195 *  
4760   0.724  0.0467 *  
263421 0.722  0.0276 *  
6772   0.722  0.0355 *  
236808 0.720  0.0226 *  
209723 0.720  0.0209 *  
281246 0.718  0.0157 *  
237616 0.717  0.0400 *  
50040  0.717  0.0197 *  
549739 0.717  0.0293 *  
113166 0.717  0.0199 *  
246382 0.717  0.0440 *  
259279 0.717  0.0199 *  
558797 0.717  0.0297 *  
235541 0.717  0.0198 *  
573149 0.717  0.0278 *  
532875 0.717  0.0202 *  
218456 0.716  0.0445 *  
136009 0.714  0.0340 *  
242051 0.714  0.0364 *  
224647 0.712  0.0268 *  
305643 0.712  0.0268 *  
246781 0.712  0.0240 *  
362645 0.712  0.0230 *  
220676 0.712  0.0268 *  
138368 0.712  0.0230 *  
144042 0.709  0.0199 *  
361764 0.709  0.0298 *  
591496 0.709  0.0385 *  
223271 0.708  0.0409 *  
305551 0.705  0.0260 *  
163176 0.705  0.0291 *  
557392 0.705  0.0327 *  
173034 0.705  0.0282 *  
249656 0.705  0.0286 *  
237963 0.705  0.0278 *  
576442 0.705  0.0255 *  
213599 0.705  0.0282 *  
584106 0.705  0.0199 *  
332934 0.705  0.0278 *  
1847   0.705  0.0282 *  
220916 0.705  0.0293 *  
220924 0.705  0.0306 *  
542039 0.705  0.0282 *  
250833 0.705  0.0282 *  
321088 0.701  0.0256 *  
175383 0.699  0.0470 *  
534317 0.698  0.0435 *  
250291 0.697  0.0457 *  
529793 0.696  0.0314 *  
114396 0.696  0.0332 *  
202437 0.693  0.0263 *  
218467 0.693  0.0417 *  
333448 0.691  0.0447 *  
510956 0.691  0.0435 *  
280545 0.685  0.0332 *  
264455 0.685  0.0338 *  
519258 0.685  0.0402 *  
581516 0.685  0.0426 *  
514381 0.685  0.0407 *  
555142 0.685  0.0338 *  
214356 0.685  0.0318 *  
328963 0.680  0.0494 *  
26693  0.680  0.0406 *  
361147 0.676  0.0413 *  
559525 0.671  0.0465 *  

 Group Human  #sps.  140 
        stat p.value    
348374 0.999  0.0001 ***
361496 0.995  0.0162 *  
287978 0.993  0.0015 ** 
357470 0.989  0.0116 *  
192573 0.989  0.0279 *  
199487 0.987  0.0035 ** 
325407 0.985  0.0065 ** 
367433 0.981  0.0024 ** 
190464 0.981  0.0032 ** 
193761 0.980  0.0164 *  
518438 0.979  0.0031 ** 
357795 0.977  0.0056 ** 
212619 0.976  0.0031 ** 
86757  0.942  0.0020 ** 
23235  0.941  0.0006 ***
302160 0.941  0.0034 ** 
291090 0.941  0.0171 *  
196731 0.932  0.0221 *  
162162 0.929  0.0068 ** 
223059 0.926  0.0094 ** 
365676 0.925  0.0073 ** 
327476 0.922  0.0213 *  
191541 0.919  0.0125 *  
405524 0.882  0.0113 *  
565812 0.882  0.0072 ** 
255669 0.882  0.0020 ** 
544358 0.882  0.0241 *  
470172 0.881  0.0436 *  
268540 0.881  0.0189 *  
345575 0.881  0.0126 *  
361480 0.878  0.0396 *  
399586 0.878  0.0035 ** 
358364 0.878  0.0068 ** 
181095 0.877  0.0417 *  
192127 0.875  0.0130 *  
470747 0.874  0.0296 *  
469991 0.874  0.0246 *  
194648 0.874  0.0163 *  
181003 0.871  0.0033 ** 
269833 0.869  0.0213 *  
293896 0.868  0.0204 *  
288134 0.868  0.0147 *  
193066 0.865  0.0220 *  
175537 0.864  0.0298 *  
193343 0.862  0.0309 *  
190872 0.816  0.0133 *  
470812 0.816  0.0138 *  
158466 0.816  0.0080 ** 
138006 0.816  0.0115 *  
215890 0.816  0.0136 *  
160284 0.816  0.0105 *  
182104 0.816  0.0085 ** 
448819 0.816  0.0058 ** 
193632 0.816  0.0115 *  
211903 0.816  0.0072 ** 
170206 0.816  0.0142 *  
252321 0.816  0.0113 *  
470219 0.816  0.0275 *  
549871 0.816  0.0157 *  
177339 0.813  0.0280 *  
21698  0.813  0.0191 *  
195173 0.811  0.0434 *  
109014 0.811  0.0363 *  
190108 0.809  0.0399 *  
199013 0.809  0.0181 *  
82283  0.808  0.0393 *  
67513  0.806  0.0343 *  
203708 0.805  0.0337 *  
361809 0.804  0.0257 *  
534244 0.803  0.0217 *  
290281 0.798  0.0265 *  
560836 0.792  0.0226 *  
175617 0.787  0.0191 *  
524457 0.745  0.0218 *  
79234  0.745  0.0230 *  
12567  0.745  0.0202 *  
100937 0.745  0.0409 *  
58295  0.745  0.0401 *  
3838   0.745  0.0415 *  
74391  0.745  0.0417 *  
518865 0.745  0.0316 *  
19191  0.745  0.0221 *  
484430 0.745  0.0415 *  
386273 0.745  0.0285 *  
6402   0.745  0.0197 *  
56599  0.745  0.0394 *  
204197 0.745  0.0274 *  
9555   0.745  0.0209 *  
17538  0.745  0.0398 *  
361804 0.745  0.0393 *  
165694 0.745  0.0415 *  
495394 0.745  0.0247 *  
539347 0.745  0.0414 *  
470807 0.745  0.0267 *  
529659 0.745  0.0202 *  
89770  0.745  0.0311 *  
46159  0.745  0.0189 *  
426785 0.745  0.0344 *  
266777 0.745  0.0305 *  
14277  0.745  0.0222 *  
83175  0.745  0.0214 *  
469655 0.745  0.0377 *  
190690 0.745  0.0201 *  
500281 0.745  0.0393 *  
181489 0.745  0.0419 *  
203545 0.745  0.0462 *  
319153 0.745  0.0296 *  
302321 0.745  0.0248 *  
295574 0.745  0.0227 *  
471120 0.745  0.0415 *  
13948  0.745  0.0209 *  
188900 0.745  0.0393 *  
107258 0.745  0.0266 *  
154106 0.745  0.0274 *  
28186  0.745  0.0413 *  
557059 0.745  0.0201 *  
512239 0.745  0.0383 *  
140940 0.745  0.0213 *  
511532 0.745  0.0401 *  
506496 0.745  0.0419 *  
416992 0.745  0.0213 *  
15382  0.745  0.0230 *  
15357  0.745  0.0392 *  
470993 0.745  0.0394 *  
128382 0.745  0.0203 *  
516119 0.745  0.0265 *  
68340  0.745  0.0417 *  
200359 0.745  0.0493 *  
142000 0.745  0.0298 *  
423742 0.744  0.0489 *  
70628  0.744  0.0332 *  
237034 0.744  0.0255 *  
1931   0.744  0.0265 *  
588912 0.743  0.0416 *  
590169 0.742  0.0369 *  
28952  0.742  0.0385 *  
237323 0.741  0.0441 *  
9562   0.741  0.0480 *  
484296 0.738  0.0428 *  
33876  0.724  0.0339 *  

 Group Saline  #sps.  794 
        stat p.value    
149014 1.000  0.0002 ***
328475 1.000  0.0002 ***
255044 1.000  0.0002 ***
8173   1.000  0.0002 ***
296708 1.000  0.0002 ***
166442 1.000  0.0002 ***
581393 1.000  0.0002 ***
549968 1.000  0.0002 ***
136482 1.000  0.0002 ***
99909  1.000  0.0002 ***
362896 1.000  0.0002 ***
317388 1.000  0.0002 ***
338117 0.999  0.0001 ***
319044 0.999  0.0078 ** 
87194  0.999  0.0054 ** 
317335 0.999  0.0001 ***
314090 0.999  0.0002 ***
139864 0.998  0.0001 ***
350845 0.998  0.0002 ***
545467 0.998  0.0004 ***
72638  0.998  0.0004 ***
279539 0.997  0.0002 ***
230216 0.997  0.0001 ***
593222 0.997  0.0002 ***
221119 0.997  0.0001 ***
323607 0.996  0.0002 ***
139205 0.996  0.0002 ***
309790 0.996  0.0002 ***
104276 0.996  0.0002 ***
153572 0.996  0.0002 ***
171189 0.996  0.0044 ** 
546867 0.995  0.0001 ***
98593  0.995  0.0004 ***
262661 0.995  0.0036 ** 
585343 0.995  0.0036 ** 
107242 0.995  0.0002 ***
179748 0.994  0.0188 *  
205919 0.994  0.0081 ** 
114029 0.994  0.0002 ***
399640 0.994  0.0001 ***
317708 0.994  0.0002 ***
243677 0.994  0.0002 ***
334722 0.994  0.0040 ** 
93747  0.994  0.0070 ** 
68987  0.993  0.0050 ** 
68974  0.993  0.0008 ***
150756 0.993  0.0023 ** 
93188  0.993  0.0002 ***
558119 0.993  0.0013 ** 
320764 0.993  0.0004 ***
228931 0.993  0.0017 ** 
236604 0.993  0.0008 ***
346553 0.992  0.0021 ** 
270409 0.992  0.0030 ** 
532913 0.992  0.0015 ** 
133856 0.992  0.0062 ** 
107387 0.992  0.0075 ** 
286813 0.991  0.0007 ***
305627 0.991  0.0026 ** 
116334 0.990  0.0035 ** 
237232 0.990  0.0034 ** 
277633 0.990  0.0001 ***
354693 0.990  0.0080 ** 
117364 0.989  0.0002 ***
97734  0.989  0.0004 ***
530612 0.988  0.0030 ** 
535272 0.987  0.0026 ** 
8882   0.987  0.0054 ** 
231727 0.987  0.0001 ***
545003 0.982  0.0004 ***
510924 0.982  0.0001 ***
152723 0.980  0.0002 ***
308722 0.976  0.0012 ** 
165647 0.972  0.0001 ***
259542 0.970  0.0002 ***
82772  0.947  0.0243 *  
315575 0.945  0.0276 *  
228537 0.922  0.0032 ** 
7619   0.921  0.0005 ***
348549 0.913  0.0006 ***
228452 0.913  0.0008 ***
276603 0.913  0.0006 ***
140805 0.913  0.0005 ***
39185  0.913  0.0008 ***
169940 0.913  0.0006 ***
264258 0.913  0.0005 ***
578438 0.913  0.0005 ***
336455 0.913  0.0005 ***
572372 0.913  0.0006 ***
310378 0.913  0.0005 ***
145318 0.913  0.0005 ***
66020  0.913  0.0006 ***
294790 0.913  0.0012 ** 
277645 0.913  0.0006 ***
589725 0.913  0.0006 ***
556502 0.913  0.0006 ***
332804 0.913  0.0006 ***
275872 0.913  0.0005 ***
137174 0.913  0.0006 ***
316871 0.913  0.0006 ***
535059 0.913  0.0006 ***
289355 0.913  0.0008 ***
318367 0.913  0.0006 ***
112728 0.913  0.0006 ***
268705 0.913  0.0006 ***
556808 0.913  0.0006 ***
278872 0.913  0.0006 ***
332554 0.913  0.0006 ***
234675 0.913  0.0006 ***
525862 0.913  0.0030 ** 
566137 0.912  0.0015 ** 
315545 0.912  0.0004 ***
273520 0.912  0.0032 ** 
305646 0.912  0.0011 ** 
311740 0.912  0.0008 ***
25548  0.912  0.0005 ***
250082 0.912  0.0075 ** 
551394 0.912  0.0020 ** 
515916 0.911  0.0005 ***
90324  0.911  0.0008 ***
273639 0.911  0.0013 ** 
233692 0.911  0.0007 ***
331005 0.910  0.0013 ** 
153466 0.910  0.0017 ** 
194499 0.910  0.0008 ***
250392 0.910  0.0139 *  
162326 0.909  0.0032 ** 
334374 0.909  0.0014 ** 
320821 0.909  0.0023 ** 
591182 0.909  0.0048 ** 
96014  0.909  0.0110 *  
333266 0.908  0.0008 ***
113326 0.908  0.0033 ** 
228407 0.908  0.0091 ** 
105613 0.908  0.0083 ** 
306969 0.908  0.0011 ** 
236718 0.908  0.0206 *  
342374 0.908  0.0098 ** 
18746  0.907  0.0045 ** 
188334 0.907  0.0163 *  
143925 0.907  0.0160 *  
230882 0.907  0.0044 ** 
151803 0.907  0.0084 ** 
137837 0.907  0.0189 *  
228302 0.907  0.0047 ** 
533132 0.906  0.0007 ***
357417 0.906  0.0080 ** 
185581 0.906  0.0059 ** 
549366 0.906  0.0022 ** 
333113 0.906  0.0124 *  
264786 0.906  0.0019 ** 
230843 0.906  0.0150 *  
155518 0.906  0.0095 ** 
228170 0.906  0.0048 ** 
161217 0.905  0.0094 ** 
100807 0.905  0.0039 ** 
232511 0.905  0.0078 ** 
126508 0.905  0.0253 *  
117907 0.904  0.0196 *  
514038 0.904  0.0111 *  
580227 0.903  0.0034 ** 
206237 0.903  0.0472 *  
216695 0.902  0.0120 *  
546020 0.902  0.0140 *  
335051 0.898  0.0009 ***
589101 0.891  0.0016 ** 
238123 0.889  0.0250 *  
140761 0.886  0.0016 ** 
140774 0.881  0.0009 ***
236788 0.877  0.0208 *  
324381 0.868  0.0100 ** 
161773 0.868  0.0042 ** 
220130 0.859  0.0015 ** 
228555 0.855  0.0058 ** 
362563 0.845  0.0032 ** 
586740 0.837  0.0032 ** 
308755 0.816  0.0046 ** 
146866 0.816  0.0046 ** 
25107  0.816  0.0046 ** 
347310 0.816  0.0046 ** 
142290 0.816  0.0039 ** 
46271  0.816  0.0037 ** 
160550 0.816  0.0043 ** 
245864 0.816  0.0039 ** 
576242 0.816  0.0038 ** 
269778 0.816  0.0046 ** 
541691 0.816  0.0038 ** 
544395 0.816  0.0046 ** 
104318 0.816  0.0039 ** 
262549 0.816  0.0038 ** 
103719 0.816  0.0046 ** 
243296 0.816  0.0038 ** 
158847 0.816  0.0035 ** 
574649 0.816  0.0046 ** 
252006 0.816  0.0038 ** 
37302  0.816  0.0038 ** 
101210 0.816  0.0038 ** 
577330 0.816  0.0038 ** 
151600 0.816  0.0038 ** 
535870 0.816  0.0038 ** 
342284 0.816  0.0038 ** 
517810 0.816  0.0046 ** 
580575 0.816  0.0038 ** 
263960 0.816  0.0038 ** 
278306 0.816  0.0038 ** 
156200 0.816  0.0038 ** 
516020 0.816  0.0038 ** 
217304 0.816  0.0039 ** 
110147 0.816  0.0048 ** 
277870 0.816  0.0046 ** 
149753 0.816  0.0046 ** 
103037 0.816  0.0046 ** 
526439 0.816  0.0038 ** 
258873 0.816  0.0046 ** 
562037 0.816  0.0038 ** 
7630   0.816  0.0046 ** 
574507 0.816  0.0038 ** 
7634   0.816  0.0038 ** 
336977 0.816  0.0038 ** 
276755 0.816  0.0038 ** 
559794 0.816  0.0038 ** 
362891 0.816  0.0046 ** 
241066 0.816  0.0038 ** 
331064 0.816  0.0046 ** 
169677 0.816  0.0038 ** 
207297 0.816  0.0038 ** 
568472 0.816  0.0038 ** 
232066 0.816  0.0046 ** 
233274 0.816  0.0046 ** 
240197 0.816  0.0038 ** 
548592 0.816  0.0038 ** 
155540 0.816  0.0047 ** 
170549 0.816  0.0046 ** 
328838 0.816  0.0043 ** 
5681   0.816  0.0038 ** 
550938 0.816  0.0046 ** 
138930 0.816  0.0037 ** 
142136 0.816  0.0046 ** 
236240 0.816  0.0046 ** 
5851   0.816  0.0043 ** 
318593 0.816  0.0038 ** 
341445 0.816  0.0048 ** 
263034 0.816  0.0039 ** 
19549  0.816  0.0038 ** 
279049 0.816  0.0038 ** 
109272 0.816  0.0038 ** 
223812 0.816  0.0038 ** 
184429 0.816  0.0038 ** 
567464 0.816  0.0038 ** 
581436 0.816  0.0038 ** 
82114  0.816  0.0038 ** 
277698 0.816  0.0037 ** 
195498 0.816  0.0038 ** 
509809 0.816  0.0038 ** 
66632  0.816  0.0035 ** 
249994 0.816  0.0038 ** 
230145 0.816  0.0046 ** 
170720 0.816  0.0046 ** 
243681 0.816  0.0038 ** 
187417 0.816  0.0038 ** 
558722 0.816  0.0038 ** 
2450   0.816  0.0046 ** 
150437 0.816  0.0038 ** 
93722  0.816  0.0035 ** 
246587 0.816  0.0044 ** 
258097 0.816  0.0044 ** 
252313 0.816  0.0046 ** 
58645  0.816  0.0048 ** 
533497 0.816  0.0046 ** 
458762 0.816  0.0038 ** 
275936 0.816  0.0046 ** 
323057 0.816  0.0038 ** 
181596 0.816  0.0046 ** 
41135  0.816  0.0046 ** 
554821 0.816  0.0046 ** 
57459  0.816  0.0038 ** 
114335 0.816  0.0038 ** 
533044 0.816  0.0038 ** 
353483 0.816  0.0038 ** 
309556 0.816  0.0038 ** 
541573 0.816  0.0038 ** 
527507 0.816  0.0195 *  
237074 0.816  0.0061 ** 
589587 0.816  0.0050 ** 
264798 0.816  0.0061 ** 
276624 0.816  0.0053 ** 
553131 0.816  0.0118 *  
155418 0.816  0.0056 ** 
343315 0.816  0.0061 ** 
560122 0.815  0.0095 ** 
204709 0.815  0.0087 ** 
126228 0.815  0.0063 ** 
155474 0.815  0.0069 ** 
48463  0.815  0.0067 ** 
581185 0.815  0.0071 ** 
230500 0.815  0.0067 ** 
325911 0.814  0.0142 *  
315848 0.814  0.0068 ** 
584938 0.814  0.0041 ** 
234016 0.814  0.0142 *  
351106 0.814  0.0139 *  
303568 0.814  0.0142 *  
341986 0.814  0.0086 ** 
534046 0.814  0.0201 *  
227744 0.814  0.0063 ** 
310134 0.813  0.0160 *  
542989 0.813  0.0142 *  
348941 0.813  0.0128 *  
140817 0.813  0.0137 *  
119942 0.813  0.0114 *  
155692 0.813  0.0137 *  
349592 0.813  0.0207 *  
354695 0.813  0.0086 ** 
185297 0.813  0.0142 *  
341072 0.813  0.0471 *  
313341 0.813  0.0072 ** 
8249   0.812  0.0074 ** 
541547 0.812  0.0060 ** 
153911 0.812  0.0370 *  
255494 0.812  0.0142 *  
576998 0.812  0.0299 *  
186153 0.812  0.0123 *  
305960 0.812  0.0120 *  
575686 0.812  0.0324 *  
171297 0.812  0.0154 *  
346324 0.812  0.0127 *  
554668 0.812  0.0207 *  
155847 0.812  0.0078 ** 
115653 0.812  0.0088 ** 
343127 0.812  0.0269 *  
548838 0.812  0.0142 *  
348807 0.812  0.0326 *  
338616 0.812  0.0215 *  
233886 0.811  0.0220 *  
106374 0.811  0.0147 *  
563954 0.811  0.0353 *  
230022 0.811  0.0091 ** 
4585   0.811  0.0287 *  
306834 0.811  0.0223 *  
245143 0.811  0.0217 *  
565326 0.811  0.0283 *  
511108 0.811  0.0096 ** 
319928 0.811  0.0264 *  
138411 0.811  0.0195 *  
349307 0.811  0.0310 *  
86285  0.811  0.0194 *  
131943 0.811  0.0142 *  
353655 0.811  0.0111 *  
545263 0.811  0.0120 *  
152417 0.811  0.0287 *  
356497 0.811  0.0151 *  
228449 0.810  0.0334 *  
108109 0.810  0.0301 *  
132474 0.810  0.0183 *  
7621   0.810  0.0420 *  
338106 0.810  0.0148 *  
533454 0.809  0.0148 *  
548700 0.809  0.0127 *  
233328 0.809  0.0296 *  
440418 0.809  0.0086 ** 
317373 0.809  0.0400 *  
543167 0.809  0.0260 *  
195676 0.808  0.0311 *  
247611 0.808  0.0237 *  
169426 0.808  0.0295 *  
562142 0.807  0.0118 *  
153017 0.807  0.0328 *  
53381  0.807  0.0118 *  
312030 0.806  0.0114 *  
78716  0.806  0.0060 ** 
574171 0.806  0.0096 ** 
589064 0.805  0.0189 *  
105115 0.805  0.0151 *  
233567 0.802  0.0147 *  
147990 0.802  0.0077 ** 
232667 0.802  0.0091 ** 
565944 0.800  0.0100 ** 
230203 0.797  0.0419 *  
551808 0.796  0.0072 ** 
578477 0.794  0.0425 *  
552671 0.794  0.0157 *  
320243 0.791  0.0104 *  
141750 0.787  0.0104 *  
161179 0.784  0.0091 ** 
100077 0.784  0.0082 ** 
108861 0.775  0.0482 *  
249637 0.772  0.0140 *  
84937  0.770  0.0102 *  
312038 0.767  0.0300 *  
524932 0.745  0.0196 *  
106146 0.742  0.0267 *  
540305 0.707  0.0253 *  
155526 0.707  0.0253 *  
568724 0.707  0.0253 *  
715    0.707  0.0242 *  
330721 0.707  0.0284 *  
245969 0.707  0.0253 *  
100167 0.707  0.0253 *  
101310 0.707  0.0253 *  
342035 0.707  0.0253 *  
242567 0.707  0.0253 *  
203274 0.707  0.0253 *  
110394 0.707  0.0258 *  
141161 0.707  0.0268 *  
354365 0.707  0.0268 *  
107146 0.707  0.0242 *  
3466   0.707  0.0284 *  
569927 0.707  0.0268 *  
558597 0.707  0.0253 *  
163978 0.707  0.0253 *  
594030 0.707  0.0253 *  
145637 0.707  0.0253 *  
342642 0.707  0.0253 *  
7396   0.707  0.0268 *  
164557 0.707  0.0268 *  
246806 0.707  0.0253 *  
81643  0.707  0.0270 *  
248182 0.707  0.0268 *  
9176   0.707  0.0268 *  
9179   0.707  0.0253 *  
63945  0.707  0.0253 *  
9727   0.707  0.0253 *  
568293 0.707  0.0253 *  
140325 0.707  0.0253 *  
544927 0.707  0.0268 *  
303563 0.707  0.0268 *  
542803 0.707  0.0253 *  
217507 0.707  0.0269 *  
257504 0.707  0.0253 *  
105318 0.707  0.0253 *  
141875 0.707  0.0253 *  
165894 0.707  0.0253 *  
147823 0.707  0.0242 *  
591094 0.707  0.0269 *  
96902  0.707  0.0258 *  
538642 0.707  0.0253 *  
139752 0.707  0.0253 *  
146687 0.707  0.0253 *  
263897 0.707  0.0253 *  
70494  0.707  0.0268 *  
326600 0.707  0.0253 *  
100683 0.707  0.0253 *  
546823 0.707  0.0253 *  
578191 0.707  0.0247 *  
333725 0.707  0.0253 *  
446356 0.707  0.0268 *  
525836 0.707  0.0253 *  
16413  0.707  0.0268 *  
138619 0.707  0.0253 *  
258297 0.707  0.0253 *  
280984 0.707  0.0253 *  
278683 0.707  0.0253 *  
536365 0.707  0.0253 *  
555129 0.707  0.0253 *  
278735 0.707  0.0253 *  
419180 0.707  0.0253 *  
575450 0.707  0.0253 *  
19290  0.707  0.0253 *  
83477  0.707  0.0253 *  
251636 0.707  0.0253 *  
311786 0.707  0.0253 *  
250968 0.707  0.0253 *  
172303 0.707  0.0253 *  
307033 0.707  0.0253 *  
276375 0.707  0.0253 *  
213821 0.707  0.0253 *  
254195 0.707  0.0253 *  
429948 0.707  0.0253 *  
313357 0.707  0.0253 *  
305967 0.707  0.0253 *  
256660 0.707  0.0253 *  
587974 0.707  0.0253 *  
256886 0.707  0.0253 *  
528941 0.707  0.0253 *  
333875 0.707  0.0253 *  
196530 0.707  0.0253 *  
258787 0.707  0.0253 *  
545040 0.707  0.0253 *  
348724 0.707  0.0253 *  
146366 0.707  0.0253 *  
261285 0.707  0.0253 *  
341821 0.707  0.0253 *  
513570 0.707  0.0253 *  
155768 0.707  0.0253 *  
347251 0.707  0.0242 *  
146458 0.707  0.0253 *  
100439 0.707  0.0253 *  
585866 0.707  0.0253 *  
311399 0.707  0.0269 *  
588362 0.707  0.0253 *  
258366 0.707  0.0253 *  
561386 0.707  0.0253 *  
575230 0.707  0.0253 *  
292288 0.707  0.0253 *  
251981 0.707  0.0253 *  
559269 0.707  0.0253 *  
245592 0.707  0.0253 *  
278349 0.707  0.0253 *  
571233 0.707  0.0253 *  
154047 0.707  0.0253 *  
7598   0.707  0.0253 *  
