tax_id	AQC1cm	AQC4cm	AQC7cm	Even1	Even2	Even3	F21Plmr	LMEpi24M	M11Fcsw	M11Plmr	M11Tong	M31Fcsw	M31Plmr	M31Tong	NP2	NP3	NP5	SLEpi20M	TRRsed1	TRRsed2	TRRsed3	TS28	TS29
328475	6	6	1	1	0	0	0	1	0	1	0	0	1	4	257	198	315	1	2	92	47	0	0
255044	1	4	1	3	0	0	1	1	0	0	1	0	0	2	115	58	115	0	5	538	468	1	0
141875	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	73	32	0	0
198202	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	89	11	0	0	0	0	0	0
165894	1	0	0	0	1	0	0	0	0	0	0	0	0	11	1	8	7	0	5	187	74	0	0
147823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	17	0	1	2	1	0	0
216695	5	65	16	2	0	1	0	0	0	0	1	0	0	3	1690	14	44	0	2	10	0	1	0
336560	8	42	24	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	4	110	17	0	0
306969	0	1	0	0	0	0	0	0	0	0	1	0	0	0	5	19	4	0	52	51	10	0	0
98593	30	121	32	9	1	5	2	3	3	0	5	2	1	49	4955	2008	4475	7	165	454	167	4	2
228537	40	54	87	1	0	1	0	1	0	0	0	0	0	6	14	53	37	0	14	170	17	0	0
544395	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	2	82	12	0	0
313341	0	9	2	0	0	0	0	0	1	0	1	2	0	5	409	139	607	0	1	0	0	0	0
591094	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	79	0	1	24	2	0	0
96902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	239	0	0	8	1	0	0
582535	0	0	1	0	0	0	0	0	0	27	0	0	4	0	0	0	1	0	2	85	3	0	0
104318	2	0	1	1	0	0	0	2	0	0	0	0	0	0	8	7	1	0	18	275	9	1	0
538642	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	5	256	12	0	0
314090	20	5	1	2	0	3	0	2	0	1	0	1	0	11	47	2121	1145	0	242	833	88	0	0
139752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	97	11	0	0
152853	1	0	0	1	0	0	0	7	0	1	1	0	0	0	1	0	1	0	20	71	157	0	0
333266	15	3	1	1	0	0	0	1	0	0	0	0	0	3	2	1690	51	0	26	158	85	0	1
532913	89	143	33	8	6	3	1	3	1	5	6	1	0	23	3879	8063	818	3	4	375	17	3	2
317708	13	24	3	1	1	0	1	2	1	1	1	1	0	27	623	964	2358	3	46	243	14	1	2
230216	7	19	2	1	1	2	1	2	0	0	2	1	0	6	608	105	411	3	15	160	12	0	0
101015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	104	30	0	0
146687	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	40	126	4	0	0
262549	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	25	8	0	219	194	10	0	0
263897	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	8	4	0	93	407	35	0	0
315848	0	5	4	2	0	0	1	1	0	0	1	0	1	0	4	8	8	0	55	347	96	0	0
107320	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	7	4	0	96	119	2	0	0
565326	22	56	14	2	0	0	1	4	0	1	1	0	0	10	1577	1450	406	2	2	1	1	0	0
70494	3	2	0	0	0	0	0	0	0	0	0	0	0	0	113	124	37	0	0	0	0	1	0
8201	1	8	4	0	0	0	1	0	0	0	0	0	0	0	345	0	0	1	0	1	0	0	0
8173	1	1	1	2	1	5	0	1	0	1	0	0	1	1	4	82	27	0	405	182	15	0	3
145318	0	0	0	1	0	0	1	0	0	1	0	0	2	0	4	38	4	0	7	57	16	0	0
103719	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	264	16	0	1	0	0	0	0
593776	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	21	168	1	0	0
326600	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	84	22	0	0
100683	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	24	107	82	0	0
546823	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	28	214	0	0
243296	7	14	14	0	0	0	0	0	0	0	1	0	0	0	0	29	2	0	38	379	22	0	0
161773	2	40	41	0	1	2	1	0	0	28	0	0	0	0	3	178	38	2	24	100	26	2	0
152723	2	1	1	0	1	0	1	1	0	4	1	0	3	2	31	61	185	0	2	4	12	0	0
165647	7	10	3	8	5	8	0	1	0	0	3	0	0	20	36	193	302	0	6	28	20	0	0
354436	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	159	82	0	0	1	0	0	0
578191	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	563	10	0	0	29	6	0	0
333725	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	3	2	1	25	23	442	2	0
340095	2	0	0	2	0	0	15	1	0	469	0	0	52	2	2	3	0	19	1	1	2	0	0
71823	0	0	0	0	0	0	4	0	0	790	0	0	0	2	0	0	0	0	0	0	0	0	0
275935	1	0	0	3	0	1	22	0	1	488	0	0	53	0	0	3	3	26	0	0	1	0	1
280369	0	3	5	0	0	0	37	2	6	46	0	3	79	1	0	42	1	8	0	1	0	0	0
78890	0	0	0	0	1	0	0	0	0	331	1	0	2	0	0	0	1	0	0	0	0	0	0
510529	0	3	0	0	1	1	28	1	0	27	1	3	75	1	0	38	2	1	1	2	1	0	0
520731	0	0	0	0	0	0	1	0	0	120	1	0	0	0	1	2	0	0	0	0	0	0	0
157301	7	40	19	2	1	0	452	7	8	498	1	22	857	11	1	589	27	53	1	3	3	1	1
561000	0	4	3	2	0	0	44	2	0	53	0	2	84	1	0	65	2	7	0	2	0	0	0
110332	0	0	0	0	0	0	33	0	0	5	0	0	234	0	0	0	0	0	0	0	0	0	0
186382	1	0	0	0	0	0	35	0	0	316	0	0	109	0	0	1	0	0	0	0	0	0	0
327694	1	1	1	1	1	1	274	1	0	1079	3	0	697	8	1	1	12	111	0	4	1	0	0
155221	0	1	0	0	0	0	34	0	0	119	0	0	124	1	3	5	7	6	0	2	0	0	0
571439	1	3	0	4	1	1	90	3	1	417	1	0	469	4	2	1	4	65	1	2	2	0	0
411142	1	0	2	1	1	0	28	0	0	58	0	0	108	1	0	0	1	2	0	0	0	0	0
276867	3	2	4	2	4	0	44	1	0	256	1	0	319	0	2	3	20	25	1	2	0	0	0
141206	12	6	1	0	0	1	11	1	0	57	0	0	11	0	0	1	1	4	0	0	6	0	0
318906	0	0	0	0	0	0	2	0	0	4	0	0	64	0	22	14	0	0	0	0	0	0	0
393265	0	0	0	1	1	0	16	0	0	74	0	0	20	0	0	0	0	2	0	1	1	0	0
140933	6	4	4	7	11	4	223	4	0	1042	0	5	1181	1	1	2	94	123	2	2	1	0	0
251989	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	97	2	0
140880	0	0	1	2	2	0	18	15	0	86	0	2	112	0	0	0	1	10	1	1	0	0	0
279231	3	2	3	3	1	4	81	7	0	387	1	2	421	3	0	3	37	53	0	1	3	0	0
89393	4	3	7	1	3	1	77	2	0	259	0	0	438	1	0	2	2	13	0	1	1	0	0
133961	3	0	0	1	2	0	40	0	0	158	0	0	137	0	0	39	13	0	1	0	0	0	0
446356	1	0	0	0	0	0	0	0	0	0	0	0	3	1	9	38	72	0	0	0	0	0	0
414568	0	1	0	1	0	0	6	1	0	15	0	0	20	0	2	6	7	0	2	35	95	0	0
25543	2	9	5	3	1	0	252	0	0	1032	1	0	1026	1	1	23	5	12	1	14	1	0	0
66020	2	11	9	2	2	3	0	1	0	0	0	0	0	1	0	320	13	0	9	47	16	0	0
158847	6	4	1	8	0	0	0	0	0	0	1	0	1	1	0	207	16	2	3	9	2	0	0
221119	1	2	1	6	2	1	0	1	0	0	0	0	0	14	13	23	136	0	42	338	91	0	1
117364	11	1	3	1	1	0	0	0	0	0	0	0	0	2	15	1243	39	0	2	10	24	0	0
101411	131	589	563	2	0	0	0	6	0	0	2	0	0	1	5	8	0	3	2	10	2	0	0
110041	23	56	43	1	1	0	0	1	0	0	0	0	0	2	0	0	2	0	1	4	0	0	1
205808	930	1901	1845	6	1	0	0	6	2	0	3	0	0	4	11	5	1	10	0	2	3	1	4
358429	6	90	71	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	1	0	0
309790	30	26	18	17	9	4	0	2	0	2	6	0	0	10	147	1634	191	1	325	1388	878	1	1
205851	9	64	38	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
141872	3116	14409	13529	23	5	3	0	59	3	0	14	5	1	15	69	20	23	115	3	143	10	0	10
8098	1430	5526	5347	5	2	1	0	20	1	1	2	0	0	3	31	4	2	68	0	3	0	0	3
141423	43	68	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
135917	138	762	1073	3	0	0	0	2	0	1	0	0	0	0	5	1	0	6	1	7	7	0	0
150338	289	1179	1080	4	0	1	0	7	1	0	2	1	0	0	5	1	1	3	0	2	2	0	0
48494	26	157	188	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
548160	723	3656	2819	6	1	0	1	13	2	2	4	0	1	8	19	12	3	19	1	1	3	0	1
530612	277	601	481	14	1	2	7	4	1	2	7	1	0	5	10	27	68	6	267	13145	2109	6	7
94840	451	3673	3126	4	0	0	1	8	0	0	5	0	0	2	17	3	1	26	2	15	1	1	1
131019	466	889	1088	4	1	0	0	2	0	0	2	1	0	2	5	0	0	40	0	3	0	0	2
534688	1592	10148	9269	10	1	1	0	30	1	0	5	0	1	7	43	7	2	63	0	2	2	1	3
8096	45	99	159	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	1	25	36	0	0
224998	342	2808	3046	3	1	0	0	10	0	0	2	0	0	0	14	4	1	10	2	9	3	0	2
335355	3	27	43	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	115	268	95	1	0
525836	1	0	1	5	1	0	0	0	0	0	0	0	0	1	0	0	5	0	117	569	322	1	0
16413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	74	30	0	0	0	0	0	0
218525	71	193	217	1	0	0	0	0	0	0	1	0	0	0	1	3	4	3	0	0	0	1	0
294790	3	2	4	0	0	0	0	0	0	0	0	0	0	3	9	7	93	0	1	31	12	0	0
265527	5	39	35	0	0	0	0	1	0	0	0	0	0	2	8	6	48	1	0	1	1	0	0
8057	42	498	409	0	0	0	0	4	0	0	0	0	0	2	11	13	28	6	15	38	19	0	0
8084	11	122	121	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
45263	12	122	86	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
286126	12	7	9	0	0	0	0	0	0	0	0	0	1	1	0	1281	3	0	0	2	0	1	0
574649	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	395	125	1	1	3	0	0	0
592523	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	1	1	0	0	0
305646	3	7	1	22	3	13	3	4	1	1	8	0	3	8	1	293	41	1	1230	3769	1132	6	0
252006	1	1	2	3	1	0	0	0	0	0	0	0	0	0	0	119	3	0	2	4	6	1	0
138619	0	1	0	8	1	3	0	3	0	0	0	0	0	1	1	6	2	0	9	59	21	0	0
37302	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	11	5	0	17	275	92	0	0
510924	11	21	3	0	0	1	0	3	1	0	3	0	0	23	160	169	2286	2	8	64	25	0	0
18746	66	16	4	0	1	0	0	2	1	1	2	1	0	1	2	9578	64	1	4	16	8	0	0
135216	78	607	219	1	1	1	0	1	0	0	0	0	0	0	0	4	1	0	4	43	46	0	0
277633	27	54	24	9	1	3	1	2	1	2	15	1	0	122	643	733	9560	3	43	475	181	2	2
317335	3	8	9	17	1	2	2	6	0	2	3	1	0	4	22	25	237	0	106	6034	923	4	2
277645	6	14	3	8	4	3	1	3	1	0	1	2	0	2	3	27	42	3	505	8949	1289	5	2
258297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	91	20	0	0
589725	1	2	3	3	0	3	0	1	0	0	1	0	0	3	3	19	68	0	196	2181	362	1	0
280984	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	31	582	285	1	0
278683	5	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	145	12	0	0
536365	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	85	7	0	0
311740	1	6	6	9	0	0	0	2	0	0	3	0	0	1	2	23	86	0	197	2396	1361	4	1
555129	1	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	226	162	0	0
581185	1	7	3	3	2	1	1	0	0	0	2	0	0	2	0	20	12	1	149	80	79	0	0
98216	89	467	528	3	0	1	0	3	0	0	0	0	0	2	4	86	87	6	1	19	67	1	2
344595	0	0	1	0	0	0	0	226	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0
278735	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	391	32	0	0
419180	8	3	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	11	64	4	0	0
555343	0	0	0	0	0	1	0	240	0	0	1	0	0	0	0	0	0	0	1	8	0	0	0
575450	1	5	3	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	5	92	33	1	0
19290	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	122	42	1	0
83477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	234	34	0	1
313983	2	5	3	0	0	0	0	1	0	0	0	0	0	0	193	0	28	0	0	0	0	0	0
251636	1	7	7	5	2	0	0	0	0	0	0	0	0	0	1	1	2	1	1	446	127	2	0
523629	39	232	173	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0
311786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	205	12	0	0
556502	7	0	0	1	1	0	0	0	0	0	0	0	0	0	2	379	13	0	214	1120	187	1	1
101210	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	28	1	0	51	526	53	0	0
171373	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	6	0	25	112	17	0	0
577330	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	2	0	26	187	64	0	1
151600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3	0	96	120	32	0	0
535870	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	137	6	0	44	115	18	0	0
342284	1	0	1	2	0	0	1	2	0	0	0	0	0	0	0	20	2	0	27	1700	577	1	0
155418	1	1	0	1	1	1	0	0	0	0	2	0	1	2	0	103	10	0	230	532	122	0	0
250968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	30	206	158	0	0
126228	3	9	2	2	1	1	0	1	0	0	1	0	0	41	427	261	4390	1	13	1	0	2	0
352770	1	1	0	0	0	0	0	0	0	0	1	0	0	4	26	18	510	0	0	0	0	0	0
99301	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	418	0	1	0	0	0	0
342374	18	107	31	6	3	2	1	3	1	0	6	3	0	70	3731	308	8498	3	20	4	1	3	2
517810	0	3	2	0	0	0	0	0	0	0	0	1	0	7	120	49	1244	0	1	0	0	0	0
105115	4	3	0	0	0	0	0	0	0	0	3	0	0	23	58	55	1890	0	3	1	0	1	0
332804	0	3	0	5	3	1	1	1	0	0	0	0	0	1	3	80	21	0	18	362	78	1	1
533132	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	40	9	0	14	113	83	0	0
580575	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	16	2	0	6	165	327	1	0
263960	5	1	1	3	1	2	0	1	1	0	0	0	0	0	3	24	5	0	31	642	353	1	1
278306	1	2	1	4	2	0	1	1	0	0	0	0	0	0	0	11	5	0	16	24	58	1	0
72638	11	18	12	4	3	0	1	1	0	0	0	0	1	2	9	17	30	0	94	618	496	1	0
172303	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	8	6	0	20	206	419	2	1
307033	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	2	0	13	219	21	0	0
275872	2	1	1	5	1	1	1	0	1	1	1	0	0	1	7	20	8	0	92	1029	479	2	0
533025	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	127	1	0
156200	2	2	0	15	0	0	0	3	0	2	1	0	0	3	1	17	6	1	231	3173	1252	4	0
566137	1	5	3	22	0	0	3	1	0	0	3	0	0	7	0	23	21	0	490	5732	2816	6	1
516020	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	22	1	0	17	186	121	1	0
273520	4	4	7	63	6	8	5	8	1	4	8	1	0	8	3	115	32	1	751	12776	6613	22	3
276375	0	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	4	94	60	0	0
584938	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	55	8	0	26	345	235	0	0
264798	0	1	0	11	1	1	0	0	0	0	1	0	0	1	0	22	8	0	31	1521	942	4	3
217304	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	5	0	60	539	327	0	1
538780	2	2	0	0	2	0	15	2	0	46	0	0	52	2	0	5	7	2	2	18	11	0	0
98768	1	3	0	1	0	0	4	2	0	28	0	0	51	1	0	10	0	7	3	20	63	0	0
213821	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	4	0	122	63	47	0	0
254195	0	1	9	1	0	1	0	0	0	2	1	0	0	0	0	10	0	0	28	248	112	0	0
538297	4	1	1	14	1	0	1	1	0	3	2	0	0	1	1	7	6	1	56	4161	1235	2	0
110147	1	2	1	4	1	0	0	0	0	0	0	0	0	0	85	206	26	0	0	2	4	0	1
296708	3	3	4	1	1	0	0	0	0	0	0	0	0	1	133	284	49	0	3	12	4	0	0
546867	6	45	10	4	0	0	0	1	0	0	2	0	0	17	1315	151	1940	2	13	172	161	1	0
429948	2	0	0	3	0	0	0	0	0	3	0	0	0	1	0	10	4	0	4	26	63	0	0
277870	4	6	8	2	0	0	0	1	0	0	0	0	0	2	0	2	15	0	443	477	265	2	0
250082	7	4	19	84	5	3	6	13	2	6	7	0	1	12	3	95	42	6	293	21689	6143	24	4
558137	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	47	20	32	0	0
584923	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	12	78	28	0	0
313357	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	19	112	192	0	0
305967	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	86	242	0	0
256660	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	4	91	177	1	0
149753	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	3	27	0	5	106	107	0	0
105207	1	0	0	1	0	1	0	0	0	0	1	0	0	2	0	1	9	0	81	713	72	0	0
272596	3	1	1	12	2	0	0	0	0	0	2	0	0	0	0	5	1	0	77	2821	1437	5	0
533202	1	2	0	0	1	0	0	0	0	0	0	0	0	2	94	0	140	0	0	1	1	0	0
587974	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	95	56	0	0
256886	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	51	68	0	0
528941	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	6	51	44	0	0
333875	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	134	15	0	0
196530	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	13	60	37	0	0
103037	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	6	29	0	1	171	706	3	0
530809	4	2	2	3	1	0	0	0	1	0	2	0	0	1	0	4	3	0	113	1124	441	2	0
353756	438	469	615	2	0	0	1	2	0	0	0	1	0	0	5	2	1	3	0	3	0	1	0
156986	353	741	296	0	0	0	1	4	0	0	0	0	0	0	1	2	0	30	0	0	0	0	1
155536	348	423	626	1	1	0	0	1	0	0	0	0	0	2	5	1	2	16	1	0	1	1	2
142645	4814	4639	4605	18	3	2	3	24	3	2	1	3	0	7	32	6	3	31	2	8	3	3	19
587540	740	1050	1304	3	1	0	0	2	0	0	1	0	0	2	5	1	0	4	0	1	0	0	0
244867	10766	10450	12106	43	5	4	1	50	1	0	13	3	1	20	48	16	12	66	0	8	5	2	24
550828	25	32	36	1	0	0	2	0	0	2	0	0	2	0	0	0	0	1	1	5	0	0	0
313985	7	11	5	9	5	14	30	1	1	78	1	1	3	0	0	1	1	1	3	13	5	2	0
137192	1	4	1	0	0	0	0	0	0	94	0	0	0	2	0	0	0	0	0	1	1	0	0
105915	3	8	11	2	2	0	0	0	0	9	0	0	41	0	0	0	1	0	2	21	8	0	0
581900	682	1366	1264	4	2	0	0	5	1	0	3	1	0	2	9	2	1	10	0	2	1	0	2
332476	145	446	449	4	1	0	6	3	1	0	1	0	0	2	5	0	0	3	0	2	2	1	1
154435	992	1614	1514	5	0	0	0	31	0	0	1	0	0	3	4	1	1	16	0	0	2	1	3
332574	387	429	266	0	0	0	0	7	0	1	1	0	0	0	3	0	0	2	0	0	1	0	1
84768	11	77	57	22	6	0	0	3	3	71	0	3	3	0	0	2	2	8	0	6	1	2	0
511463	76	654	254	3	0	0	0	391	1	0	8	0	0	3	3	0	1	76	1	0	0	0	1
544749	14	7	5	47	2	3	0	0	3	2	0	4	0	4	2	2	2	1	0	1	6	1	1
156500	16	16	46	5	6	1	0	0	1	20	0	0	0	1	0	0	0	1	0	2	0	1	2
509622	7	24	43	20	18	1	0	0	2	5	1	4	4	1	1	0	4	2	0	2	2	4	2
27669	12	20	9	52	14	3	11	2	1	7	2	1	3	2	0	3	3	2	0	3	4	3	2
156654	42	189	66	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
215516	12	54	45	3	6	1	0	0	0	16	0	0	0	0	0	0	1	1	0	0	1	0	0
572643	9	45	45	1	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	1	0
560106	221	197	340	3	2	0	0	3	1	13	1	0	0	1	2	1	0	2	0	0	1	1	1
564301	110	306	245	15	1	0	17	4	1	150	1	1	0	0	2	1	0	3	0	1	1	2	0
47916	49	58	51	127	12	2	1	8	11	116	0	5	4	2	1	3	2	3	2	4	4	4	3
522839	4	54	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	5	0	0
254180	68	51	58	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
93707	7	38	28	0	1	0	1	0	0	0	0	0	1	0	1	3	0	2	0	8	18	0	0
258787	1	0	1	5	0	0	0	2	0	0	0	0	0	0	0	10	0	0	20	514	455	1	0
194499	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	12	27	0	28	324	133	0	0
526439	1	0	0	2	0	1	1	0	0	0	1	0	0	1	3	98	12	0	158	283	131	0	0
273639	1	0	0	0	0	0	0	0	0	0	3	0	0	5	5	34	124	0	277	93	1	0	0
90324	3	0	1	0	0	2	0	0	1	0	4	1	0	2	0	24	78	0	267	305	62	0	0
545040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	112	21	3	0	0
258873	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	7	44	0	217	162	12	0	0
589587	0	3	4	5	0	1	1	1	0	1	3	0	0	2	0	5	134	0	405	2207	811	1	0
562037	0	4	5	4	0	0	0	0	0	0	1	1	0	0	2	19	6	0	12	538	246	1	0
7630	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	138	0	1	5	3	0	0
348724	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	289	125	0	0
146366	3	5	3	1	1	1	1	0	0	0	0	0	0	0	1	5	3	0	19	807	391	3	1
261285	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	92	131	79	2	0
341821	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	66	290	207	0	0
166442	2	3	0	1	0	0	0	1	0	0	0	0	0	1	11	44	26	1	127	376	338	1	0
574507	0	0	1	4	0	0	0	0	0	0	0	1	0	1	0	11	7	0	224	387	275	0	1
515916	5	1	6	5	1	0	1	0	0	0	1	0	0	1	3	124	14	0	99	408	259	1	0
513570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	64	41	0	0
257849	3	2	1	11	0	2	1	4	0	1	4	0	1	4	1	10	10	0	184	2221	978	2	0
155768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	85	44	0	0
347251	3	1	0	0	0	0	0	0	0	0	0	0	1	12	3	26	1910	0	1	0	0	0	0
137174	0	1	1	1	0	0	0	0	0	0	0	0	0	2	3	11	167	0	181	516	129	0	0
146458	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	7	2	1	127	949	386	2	1
201369	4	6	2	4	3	2	0	19	0	0	0	0	0	0	0	1	0	1	7	74	42	0	0
100439	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	30	189	64	1	0
7634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	29	147	41	1	0
585866	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	97	273	123	1	1
311399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	55	0	64	17	0	0	0
336977	0	0	0	7	0	1	0	1	0	0	1	0	0	2	2	12	2	0	88	1064	409	1	0
338034	95	374	506	2	0	0	0	1	0	0	2	0	0	0	3	1	0	2	0	7	17	0	0
588362	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	48	71	1	0
258366	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	4	0	0	23	597	192	2	0
276755	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	16	3	0	31	193	110	0	0
559794	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	49	2	0	28	42	61	0	0
169426	7	30	26	2	0	0	0	1	1	0	1	0	0	1	2	11	0	0	59	446	146	0	0
83068	16	79	72	4	0	1	0	0	0	0	0	0	3	1	0	0	0	0	1	17	3	0	0
565462	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	56	316	124	2	1
263799	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	61	461	204	0	0
561386	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	52	254	170	1	0
575230	6	18	4	1	0	0	0	0	0	1	0	0	0	0	0	4	0	3	1	27	54	0	0
292288	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	48	57	0	0
527507	3	3	8	54	1	2	3	9	2	1	3	1	1	6	3	30	10	1	313	21302	8396	14	5
251981	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	13	148	85	0	1
559269	4	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	26	44	0	0
245592	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	34	699	177	0	0
166871	2	7	1	6	1	1	1	4	0	1	1	0	0	3	1	5	1	0	86	1421	540	3	0
278349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	6	60	46	1	0
571233	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	4	136	120	0	0
362891	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	8	62	0	3	59	245	0	0
241066	0	0	3	2	0	1	0	0	0	0	0	0	0	1	1	13	2	0	36	72	50	0	0
